Term,es,nes,pval,fdr,geneset_size,matched_size,genes,ledge_genes
MicroRNAs in cancer Homo sapiens hsa05206,-0.3022823353111639,-1.243272761846871,0.2076923076923077,1.0,297,219,RHOA;BCL2L11;MIR363;ABCB1;EFNA3;MIR129-2;WNT3A;MIR92A2;CRKL;TNR;MDM2;PLCG2;MIR96;BMI1;HMGA2;SLC7A1;MIR199B;CYP1B1;KRAS;PTEN;CCND1;MARCKS;MIR10B;MYC;MIR99A;FSCN1;HNRNPK;ST14;PIK3CA;MIR181A2;BMF;MAPK1;MIR222;TNC;CDKN1B;ZEB1;ITGA5;IRS1;TIMP3;RDX;SIRT1;MMP16;VIM;MIR26A2;IRS2;CD44;GRB2;PDGFRA;MIR34A;ZEB2;MIR7-2;THBS1;BMPR2;TRIM71;HMOX1;TPM1;MIRLET7A1;NOTCH3;CDKN2A;MIR23C;RAF1;MIR483;CCNG1;ABCC1;PRKCB;SOS2;MIR194-1;MIR324;DDIT4;E2F3;FOXP1;EGFR;MIRLET7C;CCND2;MAP2K1;PIK3R2;NRAS;PRKCE;HOXD10;BAK1;PIM1;SERPINB5;MIR200A;IGF2BP1;TP63;PRKCG;MIR221;EP300;CRK;MIR126;NOTCH2;PDCD4;MIR30E;ERBB3;VEGFA;PLAU;CDKN1A;UBE2I;MIR143;ITGB3;BCL2L2;MIR602;SHC1;EZR;MIR135B;MIR183;HRAS;PDGFB;MAP2K2;ROCK1;MET;STAT3;SOS1;PRKCA;CYP24A1;MIR326;CDK6;GLS;MIRLET7G;MIRLET7F1;BCL2;MIR34C;HDAC4;RASSF1;SOX4;MIR107;MIR125B1;MIR128-1;CDC25A;CASP3;MIR101-2;MIR342;MIR135A1;PDGFRB;ZFPM2;MIR103A2;TGFB2;MIR210;FZD3;SHC4;NOTCH4;CREBBP;MAPK7;GLS2;MIR124-2;NFKB1;MMP9;STMN1;MIR125B2;MIRLET7A2;PTGS2;NOTCH1;TP53;MIR26A1;MIRLET7I;ERBB2;MIR101-1;FGFR3;PAK4;CDCA5;MIR7-3;RPS6KA5;PDGFA;MCL1;WNT3;CCNE1;HDAC1;APC;MTOR;KIF23;MIR150;E2F2;MIR103A1;BRCA1;SPRY2;MIR26B;ABL1;MIR23A;CDC25B;COMMD3-BMI1;MIR23B;MIR215;MIR128-2;ATM;MIR30C2;MIR331;TNXB;E2F1;RECK;SOCS1;MIRLET7D;MIR181D;EZH2;MIR25;CCNE2;DNMT1;MIR181B1;MIR27B;RPTOR;MIR32;MIR27A;MIR181C;CDC25C;MIR9-3;APC2;SLC45A3;TNN;DICER1;MIR9-1;IKBKB;MDM4;PLCG1;MIR106B;DNMT3A;MIR199A1;DNMT3B;MIR345;MIR152;MIR181B2,GLS2;MIR124-2;NFKB1;MMP9;STMN1;MIR125B2;MIRLET7A2;PTGS2;NOTCH1;TP53;MIR26A1;MIRLET7I;ERBB2;MIR101-1;FGFR3;PAK4;CDCA5;MIR7-3;RPS6KA5;PDGFA;MCL1;WNT3;CCNE1;HDAC1;APC;MTOR;KIF23;MIR150;E2F2;MIR103A1;BRCA1;SPRY2;MIR26B;ABL1;MIR23A;CDC25B;COMMD3-BMI1;MIR23B;MIR215;MIR128-2;ATM;MIR30C2;MIR331;TNXB;E2F1;RECK;SOCS1;MIRLET7D;MIR181D;EZH2;MIR25;CCNE2;DNMT1;MIR181B1;MIR27B;RPTOR;MIR32;MIR27A;MIR181C;CDC25C;MIR9-3;APC2;SLC45A3;TNN;DICER1;MIR9-1;IKBKB;MDM4;PLCG1;MIR106B;DNMT3A;MIR199A1;DNMT3B;MIR345;MIR152;MIR181B2
Glycosphingolipid biosynthesis - ganglio series Homo sapiens hsa00604,0.4566994974290383,1.2604140239301158,0.21212121212121213,1.0,15,15,GLB1;ST3GAL5;HEXA;B3GALT4;ST8SIA1;ST6GALNAC4;ST3GAL1;HEXB;ST6GALNAC5;ST8SIA5;B4GALNT1;ST6GALNAC6;SLC33A1;ST6GALNAC3;ST3GAL2,GLB1;ST3GAL5;HEXA;B3GALT4;ST8SIA1
Lysine degradation Homo sapiens hsa00310,-0.3850524129947458,-1.27972302139838,0.2152777777777778,1.0,52,52,HADHA;ACAT1;ALDH9A1;ALDH1B1;ECHS1;ALDH2;TMLHE;COLGALT2;PLOD1;PLOD2;SUV39H2;HADH;SETD7;ALDH3A2;OGDH;KMT2A;GCDH;SETMAR;SETD2;KMT2E;DLST;ACAT2;NSD1;EHMT2;SUV420H1;ASH1L;HYKK;BBOX1;EHHADH;PLOD3;SETDB1;COLGALT1;SUV39H1;SETD8;OGDHL;SETD1B;KMT2C;AADAT;CAMKMT;SETD1A;ALDH7A1;KMT2D;WHSC1L1;AASS;PIPOX;SETDB2;PHYKPL;SUV420H2;WHSC1;KMT2B;EHMT1;DOT1L,ACAT2;NSD1;EHMT2;SUV420H1;ASH1L;HYKK;BBOX1;EHHADH;PLOD3;SETDB1;COLGALT1;SUV39H1;SETD8;OGDHL;SETD1B;KMT2C;AADAT;CAMKMT;SETD1A;ALDH7A1;KMT2D;WHSC1L1;AASS;PIPOX;SETDB2;PHYKPL;SUV420H2;WHSC1;KMT2B;EHMT1;DOT1L
Pancreatic secretion Homo sapiens hsa04972,-0.3028101433054359,-1.1686762873347798,0.2251655629139073,1.0,96,96,ATP1B3;CPB1;RHOA;RAB11A;SCTR;RAP1B;ADCY9;PLA2G1B;ADCY2;CLCA1;CTRB1;PLA2G12A;BST1;PLCB1;KCNQ1;RAC1;ATP2A2;SLC4A4;ATP1A3;PLCB2;PRKCB;SLC4A2;RAB27B;PLCB3;PNLIPRP2;CHRM3;PRKCG;CD38;ADCY8;ATP2A3;PLA2G2A;PRSS3;RAB8A;PLA2G12B;RAP1A;KCNMA1;ATP1A1;GNAS;ATP2B1;GNAQ;PRKCA;ATP2B2;ITPR2;SLC9A1;ATP2B3;CCKAR;ITPR3;ADCY5;PLA2G2E;PNLIPRP1;ADCY1;RAB3D;ATP1A2;CELA3B;PNLIP;FXYD2;RYR2;ADCY4;ATP2B4;SLC26A3;CLCA2;ADCY7;ITPR1;CPA3;PLA2G2F;PRSS1;TPCN2;AMY2A;PRSS2;SLC12A2;ATP1B1;PLA2G2C;CELA3A;PLA2G3;CTRL;PLA2G2D;ADCY3;ATP1B2;CA2;CEL;ATP1A4;PLCB4;CPB2;PLA2G10;PLA2G5;TRPC1;ATP1B4;CELA2A;CLCA4;CPA2;CPA1;CFTR;AMY2B;ADCY6;ATP2A1;CELA2B,ATP1A2;CELA3B;PNLIP;FXYD2;RYR2;ADCY4;ATP2B4;SLC26A3;CLCA2;ADCY7;ITPR1;CPA3;PLA2G2F;PRSS1;TPCN2;AMY2A;PRSS2;SLC12A2;ATP1B1;PLA2G2C;CELA3A;PLA2G3;CTRL;PLA2G2D;ADCY3;ATP1B2;CA2;CEL;ATP1A4;PLCB4;CPB2;PLA2G10;PLA2G5;TRPC1;ATP1B4;CELA2A;CLCA4;CPA2;CPA1;CFTR;AMY2B;ADCY6;ATP2A1;CELA2B
ABC transporters Homo sapiens hsa02010,-0.3546885960181709,-1.2288613752417747,0.22535211267605634,1.0,44,44,ABCG1;ABCG2;ABCB1;TAP2;ABCA3;TAP1;ABCB4;ABCB5;ABCA13;ABCC4;ABCA1;ABCB11;ABCC3;ABCC1;ABCC9;ABCD3;ABCD1;ABCG4;ABCC6;ABCA9;ABCC12;ABCC8;ABCB7;ABCA12;ABCG5;ABCB9;ABCA4;ABCC11;ABCA7;ABCA5;ABCA10;ABCD2;ABCG8;ABCB8;ABCA8;ABCB6;ABCC2;ABCB10;ABCA2;ABCA6;ABCC5;ABCC10;CFTR;ABCD4,ABCC11;ABCA7;ABCA5;ABCA10;ABCD2;ABCG8;ABCB8;ABCA8;ABCB6;ABCC2;ABCB10;ABCA2;ABCA6;ABCC5;ABCC10;CFTR;ABCD4
Alzheimer's disease Homo sapiens hsa05010,0.3353037168492604,1.2240092488930037,0.2536231884057971,1.0,168,161,GAPDH;ATP5C1;ATP5O;NDUFS4;UQCRB;CYC1;NDUFA9;CALML5;APOE;COX4I1;ATP5G2;UQCRC1;UQCR10;COX7A2;COX7A2L;NDUFB6;ATP5J;GRIN2D;COX5A;NDUFB9;NDUFB5;SDHD;UQCRC2;NDUFA6;APP;ATP5E;ADAM10;PPP3CC;ATP5G1;MAPK3;COX6A2;ATP5A1;CAPN1;IDE;NDUFS1;NDUFB10;APH1B;NDUFC2;NDUFS6;ATF6;NDUFB11;SDHB;APH1A;LPL;COX6A1;COX6B1;MAPK1;FAS;NDUFS3;NDUFB8;BACE1;NDUFA2;ATP5F1;HSD17B10;PPP3R2;PLCB1;MME;ATP5B;FADD;TNFRSF1A;NDUFA12;NDUFS5;BACE2;CDK5;NDUFA1;NDUFA4L2;PSEN2;NDUFA11;NDUFS8;PSENEN;NDUFB3;COX7C;UQCRH;ADAM17;ATP2A2;MAPT;CDK5R1;NDUFA8;BID;PLCB2;UQCRFS1;ATP5D;COX6C;COX4I2;CACNA1D;GSK3B;NDUFA5;UQCRQ;EIF2AK3;ATP5H;NDUFB4;BAD;CYCS;NDUFB7;NDUFAB1;NDUFV3;COX8A;SDHA;LRP1;NDUFB1;CASP7;PLCB3;GRIN1;NDUFA13;UQCR11;PPP3R1;NDUFV1;ATP2A3;CASP12;CALM3;COX5B;PPP3CB;ERN1;NDUFA3;NDUFA4;CASP8;NOS1;PPP3CA;GRIN2B;CASP9;SDHC;GNAQ;NDUFA10;NDUFB2;ITPR2;COX6B2;SNCA;COX7B2;CALML3;CACNA1C;APBB1;ITPR3;NDUFA7;CASP3;NDUFV2;CALM1;GRIN2A;NCSTN;GRIN2C;CACNA1F;ATP5G3;PSEN1;ITPR1;COX7B;NDUFC1;CALM2;COX7A1;CACNA1S;NAE1;NDUFS2;TNF;CAPN2;CALML6;NDUFS7;UQCRHL;COX8C;PLCB4;APAF1;IL1B;RYR3;ATP2A1,GAPDH;ATP5C1;ATP5O;NDUFS4;UQCRB;CYC1;NDUFA9;CALML5;APOE;COX4I1;ATP5G2;UQCRC1;UQCR10;COX7A2;COX7A2L;NDUFB6;ATP5J;GRIN2D;COX5A;NDUFB9;NDUFB5;SDHD;UQCRC2;NDUFA6;APP;ATP5E;ADAM10;PPP3CC;ATP5G1;MAPK3;COX6A2;ATP5A1;CAPN1;IDE;NDUFS1;NDUFB10;APH1B;NDUFC2;NDUFS6;ATF6;NDUFB11;SDHB;APH1A;LPL;COX6A1;COX6B1;MAPK1;FAS;NDUFS3;NDUFB8;BACE1;NDUFA2;ATP5F1;HSD17B10;PPP3R2;PLCB1;MME;ATP5B;FADD;TNFRSF1A;NDUFA12;NDUFS5;BACE2;CDK5;NDUFA1;NDUFA4L2;PSEN2;NDUFA11;NDUFS8;PSENEN;NDUFB3;COX7C;UQCRH;ADAM17;ATP2A2;MAPT
Parkinson's disease Homo sapiens hsa05012,0.3945129357764373,1.280634769091704,0.2585034013605442,1.0,142,128,ATP5C1;ATP5O;NDUFS4;UQCRB;UBE2L6;CYC1;NDUFA9;SLC25A5;COX4I1;VDAC2;ATP5G2;UQCRC1;SLC25A6;UQCR10;COX7A2;COX7A2L;SLC6A3;UBE2L3;UBE2J1;NDUFB6;ATP5J;COX5A;NDUFB9;NDUFB5;GNAI2;SLC18A1;SDHD;UQCRC2;NDUFA6;ATP5E;ATP5G1;DRD2;PPIF;COX6A2;ATP5A1;NDUFS1;NDUFB10;NDUFC2;NDUFS6;NDUFB11;SDHB;PARK7;COX6A1;COX6B1;NDUFS3;NDUFB8;NDUFA2;ATP5F1;VDAC1;ATP5B;GNAI1;NDUFA12;NDUFS5;NDUFA1;NDUFA4L2;NDUFA11;NDUFS8;NDUFB3;COX7C;UQCRH;NDUFA8;SLC18A2;UQCRFS1;ATP5D;COX6C;COX4I2;NDUFA5;UQCRQ;ATP5H;NDUFB4;PARK2;CYCS;GNAL;NDUFB7;NDUFAB1;NDUFV3;COX8A;SDHA;GNAI3;NDUFB1;ADORA2A;NDUFA13;LRRK2;PINK1;UQCR11;NDUFV1;COX5B;SEPT5;DRD1;NDUFA3;NDUFA4;UCHL1;UBA7;CASP9;PRKACG;SDHC;NDUFA10;NDUFB2;HTRA2;SLC25A4;VDAC3;PRKACB;COX6B2;SNCA;COX7B2;NDUFA7;ADCY5;UBE2G1;CASP3;PRKACA;NDUFV2;UBB;ATP5G3;COX7B;UBE2J2;NDUFC1;COX7A1;NDUFS2;UBA1;TH;NDUFS7;UQCRHL;COX8C;SLC25A31;APAF1;SNCAIP;UBE2G2;GPR37,ATP5C1;ATP5O;NDUFS4;UQCRB;UBE2L6;CYC1;NDUFA9;SLC25A5;COX4I1;VDAC2;ATP5G2;UQCRC1;SLC25A6;UQCR10;COX7A2;COX7A2L;SLC6A3;UBE2L3;UBE2J1;NDUFB6;ATP5J;COX5A;NDUFB9;NDUFB5;GNAI2;SLC18A1;SDHD;UQCRC2;NDUFA6;ATP5E;ATP5G1;DRD2;PPIF;COX6A2;ATP5A1;NDUFS1;NDUFB10;NDUFC2;NDUFS6;NDUFB11;SDHB;PARK7;COX6A1;COX6B1;NDUFS3;NDUFB8;NDUFA2;ATP5F1
Other types of O-glycan biosynthesis Homo sapiens hsa00514,-0.3229970443687717,-1.159396345398215,0.28776978417266186,1.0,31,31,ST6GAL1;B3GALT4;GXYLT2;MFNG;B4GALT1;GXYLT1;COLGALT2;B4GALT3;ST3GAL3;EOGT;POFUT1;B4GALT2;B3GAT2;POGLUT1;FUT4;ST6GAL2;B3GALTL;MGAT5B;B3GAT1;FUT9;PLOD3;COLGALT1;FUT7;CHST10;LFNG;POMGNT1;RFNG;POMT2;POFUT2;OGT;POMT1,LFNG;POMGNT1;RFNG;POMT2;POFUT2;OGT;POMT1
Inositol phosphate metabolism Homo sapiens hsa00562,-0.3102049980356545,-1.1696445751325044,0.2898550724637681,1.0,71,71,IMPAD1;TPI1;MTMR14;PLCG2;PI4K2A;PTEN;PIK3CA;MTMR3;PLCB1;IPMK;MTM1;INPP5K;ISYNA1;MIOX;ITPK1;PLCB2;ITPKC;MTMR6;PIP4K2B;IMPA1;INPP5A;MTMR2;PIK3CD;ITPKA;PLCB3;INPP5D;PLCD3;CDIPT;MINPP1;PLCD1;PIK3CG;SYNJ1;MTMR1;ALDH6A1;PLCD4;INPPL1;PIK3CB;IMPA2;PI4K2B;PI4KA;PIP5K1C;INPP4B;INPP5J;PIP5K1B;MTMR8;PIK3C2A;PIK3C2G;INPP1;MTMR7;PIKFYVE;PIP4K2A;OCRL;PIK3C3;PLCE1;ITPKB;PI4KB;PIP5K1A;INPP4A;INPP5B;PIP5KL1;PLCH1;PLCB4;SYNJ2;IPPK;PIK3C2B;PIP4K2C;PLCH2;PLCZ1;PLCG1;MTMR4;INPP5E,PIK3C2A;PIK3C2G;INPP1;MTMR7;PIKFYVE;PIP4K2A;OCRL;PIK3C3;PLCE1;ITPKB;PI4KB;PIP5K1A;INPP4A;INPP5B;PIP5KL1;PLCH1;PLCB4;SYNJ2;IPPK;PIK3C2B;PIP4K2C;PLCH2;PLCZ1;PLCG1;MTMR4;INPP5E
Oxidative phosphorylation Homo sapiens hsa00190,0.39834564585833193,1.2091208229467805,0.2986111111111111,1.0,133,119,ATP5C1;ATP5O;NDUFS4;UQCRB;ATP6V0E2;CYC1;NDUFA9;COX4I1;ATP6V0E1;ATP5G2;UQCRC1;ATP5L;UQCR10;COX7A2;COX7A2L;ATP6V1F;NDUFB6;ATP5J;COX5A;NDUFB9;NDUFB5;SDHD;UQCRC2;NDUFA6;ATP5E;PPA1;ATP5G1;COX6A2;ATP5A1;NDUFS1;NDUFB10;NDUFC2;NDUFS6;COX15;NDUFB11;ATP6V0A4;SDHB;COX6A1;COX6B1;NDUFS3;NDUFB8;NDUFA2;ATP5F1;ATP6AP1;ATP5B;NDUFA12;COX10;NDUFS5;ATP6V1D;NDUFA1;NDUFA4L2;NDUFA11;NDUFS8;NDUFB3;COX7C;UQCRH;ATP6V0B;ATP6V1E1;NDUFA8;UQCRFS1;ATP5D;COX6C;COX4I2;NDUFA5;UQCRQ;ATP6V1B2;ATP5H;ATP6V0D1;NDUFB4;NDUFB7;NDUFAB1;NDUFV3;COX8A;ATP6V1G1;SDHA;NDUFB1;TCIRG1;NDUFA13;ATP6V1C1;ATP6V0A2;ATP6V1G2;ATP6V1H;UQCR11;NDUFV1;COX5B;NDUFA3;NDUFA4;PPA2;ATP5J2;ATP6V1A;ATP6V0A1;SDHC;NDUFA10;NDUFB2;ATP6V0D2;ATP4A;COX6B2;COX7B2;NDUFA7;COX17;NDUFV2;ATP6V0C;LHPP;ATP5G3;ATP12A;ATP5I;COX7B;ATP4B;ATP6V1G3;NDUFC1;COX7A1;NDUFS2;ATP6V1B1;COX11;NDUFS7;UQCRHL;COX8C;ATP6V1C2;ATP6V1E2,ATP5C1;ATP5O;NDUFS4;UQCRB;ATP6V0E2;CYC1;NDUFA9;COX4I1;ATP6V0E1;ATP5G2;UQCRC1;ATP5L;UQCR10;COX7A2;COX7A2L;ATP6V1F;NDUFB6;ATP5J;COX5A;NDUFB9;NDUFB5;SDHD;UQCRC2;NDUFA6;ATP5E;PPA1;ATP5G1;COX6A2;ATP5A1;NDUFS1;NDUFB10;NDUFC2;NDUFS6;COX15;NDUFB11;ATP6V0A4;SDHB;COX6A1;COX6B1;NDUFS3;NDUFB8;NDUFA2;ATP5F1
Small cell lung cancer Homo sapiens hsa05222,-0.32593847616318083,-1.1397242301202912,0.3082706766917293,1.0,86,86,FN1;FHIT;COL4A4;PIK3R1;PTEN;CCND1;ITGAV;MYC;PIK3CA;CHUK;CDKN1B;ITGB1;RB1;LAMC2;TRAF4;NOS2;PIK3R5;LAMB1;RELA;XIAP;CYCS;PTK2;COL4A6;E2F3;LAMA3;PIK3CD;PIK3R2;BIRC7;CDKN2B;AKT3;AKT1;TRAF3;ITGA6;PIK3CG;PIK3R3;TRAF6;COL4A2;LAMB2;COL4A1;ITGA3;BIRC8;RXRG;RARB;NFKBIA;CASP9;LAMC1;BCL2L1;PIK3CB;CDK6;BCL2;MAX;RXRB;PIAS2;LAMA2;COL4A3;LAMB3;LAMC3;CDK4;NFKB1;PTGS2;TRAF5;ITGA2;TP53;RXRA;CKS1B;CCNE1;LAMB4;E2F2;IKBKG;BIRC2;LAMA4;BIRC3;LAMA1;E2F1;CDK2;CCNE2;APAF1;AKT2;LAMA5;ITGA2B;CKS2;TRAF2;IKBKB;TRAF1;SKP2;COL4A5,CDK4;NFKB1;PTGS2;TRAF5;ITGA2;TP53;RXRA;CKS1B;CCNE1;LAMB4;E2F2;IKBKG;BIRC2;LAMA4;BIRC3;LAMA1;E2F1;CDK2;CCNE2;APAF1;AKT2;LAMA5;ITGA2B;CKS2;TRAF2;IKBKB;TRAF1;SKP2;COL4A5
Antigen processing and presentation Homo sapiens hsa04612,0.48066476766329275,1.1533442233656328,0.31343283582089554,1.0,77,69,B2M;KLRC2;HLA-E;KLRC3;TAP2;HLA-DRB5;TAP1;HLA-DMB;KIR2DL4;HLA-B;LGMN;KIR3DL2;HLA-C;HLA-DQB1;HLA-DPA1;IFI30;HLA-DMA;HSP90AB1;PDIA3;HLA-G;HLA-DOB;CANX;HLA-DOA;HLA-DRA;CIITA;CD4;HLA-DQA2;KIR2DL1;HLA-A;HLA-F;PSME1;CD74;CTSB;HLA-DRB1;PSME3;HSPA1A;IFNG;HSPA8;HLA-DPB1;HSPA1B;TAPBP;CTSS;HSPA5;KLRD1;CALR;PSME2;KLRC4;HLA-DQA1;CD8B;NFYC;CREB1;HSPA4;CTSL;CD8A;HSPA6;HSPA1L;KIR2DS4;RFXAP;NFYA;RFX5;KIR2DL3;HSP90AA1;KLRC1;RFXANK;KIR3DL1;TNF;NFYB;KIR3DL3;HSPA2,B2M;KLRC2;HLA-E;KLRC3;TAP2;HLA-DRB5;TAP1;HLA-DMB;KIR2DL4;HLA-B;LGMN;KIR3DL2;HLA-C;HLA-DQB1;HLA-DPA1;IFI30;HLA-DMA;HSP90AB1;PDIA3;HLA-G;HLA-DOB;CANX;HLA-DOA;HLA-DRA;CIITA;CD4;HLA-DQA2;KIR2DL1;HLA-A;HLA-F;PSME1;CD74;CTSB;HLA-DRB1;PSME3;HSPA1A
Basal transcription factors Homo sapiens hsa03022,-0.38683750824743157,-1.1888908844863353,0.3161764705882353,1.0,45,44,GTF2A2;TBPL1;GTF2A1;TAF3;GTF2B;GTF2H5;TAF2;TAF10;TAF4B;TAF5;GTF2E2;TAF7L;GTF2F1;TAF1L;TAF5L;GTF2F2;TAF9;GTF2E1;MNAT1;GTF2H1;GTF2H3;CCNH;TAF12;GTF2IRD1;TBPL2;GTF2A1L;CDK7;TAF9B;TBP;TAF11;TAF6;TAF7;TAF13;ERCC2;TAF4;GTF2I;TAF6L;ERCC3;TAF15;TAF1;GTF2H2;GTF2H2C;GTF2H4;TAF8,TBPL2;GTF2A1L;CDK7;TAF9B;TBP;TAF11;TAF6;TAF7;TAF13;ERCC2;TAF4;GTF2I;TAF6L;ERCC3;TAF15;TAF1;GTF2H2;GTF2H2C;GTF2H4;TAF8
Nucleotide excision repair Homo sapiens hsa03420,-0.4149710335547861,-1.200369961285269,0.33076923076923076,1.0,47,46,DDB1;RBX1;ERCC8;POLE4;GTF2H5;POLD4;POLE3;CUL4A;POLD2;ERCC4;RPA1;ERCC5;RAD23B;ERCC1;RFC2;CUL4B;ERCC6;RPA4;MNAT1;GTF2H1;GTF2H3;CCNH;DDB2;RAD23A;CDK7;RFC1;CETN2;RFC3;BIVM-ERCC5;RFC4;RPA2;PCNA;XPA;RPA3;POLE2;ERCC2;XPC;ERCC3;RFC5;POLD1;POLD3;GTF2H2;POLE;GTF2H2C;LIG1;GTF2H4,CDK7;RFC1;CETN2;RFC3;BIVM-ERCC5;RFC4;RPA2;PCNA;XPA;RPA3;POLE2;ERCC2;XPC;ERCC3;RFC5;POLD1;POLD3;GTF2H2;POLE;GTF2H2C;LIG1;GTF2H4
DNA replication Homo sapiens hsa03030,-0.48712843319046456,-1.2355655387832856,0.3357664233576642,1.0,36,36,POLE4;SSBP1;POLD4;POLE3;POLD2;PRIM2;RPA1;RFC2;RPA4;MCM5;RNASEH2B;RNASEH2C;RNASEH1;FEN1;MCM7;MCM4;POLA2;MCM6;RFC1;RFC3;RNASEH2A;RFC4;PRIM1;RPA2;PCNA;RPA3;MCM3;POLA1;POLE2;MCM2;RFC5;POLD1;POLD3;POLE;LIG1;DNA2,RNASEH2C;RNASEH1;FEN1;MCM7;MCM4;POLA2;MCM6;RFC1;RFC3;RNASEH2A;RFC4;PRIM1;RPA2;PCNA;RPA3;MCM3;POLA1;POLE2;MCM2;RFC5;POLD1;POLD3;POLE;LIG1;DNA2
Drug metabolism - other enzymes Homo sapiens hsa00983,0.35085298945142945,1.107639034313147,0.33766233766233766,1.0,46,41,IMPDH2;TPMT;UGT2B7;UGT2A1;UGT2B28;NAT2;UGT2B10;CDA;UGT1A6;DPYD;UGT2A3;UGT1A1;UGT1A4;UGT1A10;DPYS;NAT1;UGT2B11;CES1;TYMP;UPB1;UGT2B15;UCK2;UMPS;UGT2B17;UPP1;ITPA;IMPDH1;GMPS;UPP2;TK2;HPRT1;UCK1;CYP2A6;UGT1A9;GUSB;UGT2B4;CES2;XDH;TK1;CYP3A4;UCKL1,IMPDH2;TPMT;UGT2B7;UGT2A1;UGT2B28;NAT2;UGT2B10;CDA;UGT1A6;DPYD;UGT2A3;UGT1A1;UGT1A4;UGT1A10;DPYS;NAT1;UGT2B11;CES1;TYMP;UPB1;UGT2B15;UCK2
Citrate cycle (TCA cycle) Homo sapiens hsa00020,0.3758774606721696,1.0606396473576825,0.352112676056338,1.0,30,29,ACO1;PC;SUCLG2;SUCLG1;SDHD;PDHB;ACO2;CS;SDHB;PCK2;DLAT;ACLY;PDHA1;MDH1;SDHA;MDH2;OGDH;DLD;IDH2;FH;IDH3A;IDH1;SDHC;DLST;IDH3B;SUCLA2;IDH3G;OGDHL;PCK1,ACO1;PC;SUCLG2;SUCLG1;SDHD;PDHB;ACO2;CS;SDHB
Steroid hormone biosynthesis Homo sapiens hsa00140,0.2977449637818435,1.0369109777540941,0.3706293706293706,1.0,58,52,HSD17B2;CYP11B1;AKR1C4;COMT;UGT2B7;UGT2A1;SRD5A1;CYP19A1;UGT2B28;UGT2B10;CYP1B1;UGT1A6;AKR1C2;UGT2A3;AKR1C3;UGT1A1;UGT1A4;UGT1A10;CYP7A1;UGT2B11;CYP21A2;HSD3B2;UGT2B15;HSD17B12;UGT2B17;SRD5A3;SULT1E1;CYP2E1;STS;CYP1A1;HSD3B1;SULT2B1;AKR1C1;HSD17B8;CYP17A1;UGT1A9;HSD17B6;AKR1D1;UGT2B4;HSD11B2;CYP1A2;HSD17B7;CYP7B1;CYP11B2;CYP3A5;SRD5A2;CYP11A1;HSD17B3;HSD11B1;HSD17B1;CYP3A4;CYP3A7,HSD17B2;CYP11B1;AKR1C4;COMT;UGT2B7;UGT2A1;SRD5A1;CYP19A1;UGT2B28;UGT2B10;CYP1B1;UGT1A6;AKR1C2;UGT2A3;AKR1C3
Fat digestion and absorption Homo sapiens hsa04975,-0.29806156987702875,-1.0402619174563545,0.37410071942446044,1.0,41,41,APOA1;AGPAT1;FABP1;PLA2G1B;PPAP2A;MOGAT2;AGPAT2;FABP2;PLA2G12A;ABCA1;NPC1L1;DGAT1;SCARB1;PNLIPRP2;PLA2G2A;PPAP2B;GOT2;PLA2G12B;DGAT2;APOB;PLA2G2E;SLC27A4;PNLIPRP1;CLPS;ACAT2;PNLIP;APOA4;ABCG5;PLA2G2F;PLA2G2C;PLA2G3;PPAP2C;PLA2G2D;CD36;ABCG8;CEL;MTTP;LIPF;PLA2G10;PLA2G5;MOGAT3,DGAT2;APOB;PLA2G2E;SLC27A4;PNLIPRP1;CLPS;ACAT2;PNLIP;APOA4;ABCG5;PLA2G2F;PLA2G2C;PLA2G3;PPAP2C;PLA2G2D;CD36;ABCG8;CEL;MTTP;LIPF;PLA2G10;PLA2G5;MOGAT3
Central carbon metabolism in cancer Homo sapiens hsa05230,0.27816928250713197,1.0692905347618864,0.38571428571428573,1.0,67,64,SLC7A5;PKM;FGFR1;FLT3;PDHB;PIK3R1;SLC2A1;PFKM;KRAS;PTEN;SLC2A2;SCO2;HK2;MAPK3;MYC;SLC16A3;PGAM1;PIK3CA;HIF1A;MAPK1;PGAM4;NTRK1;PDGFRA;SLC1A5;PIK3R5;PDK1;RAF1;PDHA1;PFKP;HK3;KIT;EGFR;MAP2K1;PIK3CD;PIK3R2;NRAS;AKT3;AKT1;HK1;LDHA;PIK3CG;NTRK3;PIK3R3;RET;HRAS;IDH1;MAP2K2;G6PD;MET;PIK3CB;GLS;HKDC1;PDGFRB;GLS2;SIRT6;TP53;PFKL;ERBB2;FGFR3;GCK;FGFR2;MTOR;SIRT3;AKT2,SLC7A5;PKM;FGFR1;FLT3;PDHB;PIK3R1;SLC2A1;PFKM;KRAS;PTEN;SLC2A2;SCO2;HK2;MAPK3;MYC;SLC16A3;PGAM1;PIK3CA;HIF1A;MAPK1
